Country,State,Year,Youth Hostel Locations,"Youth Hostels Constructed (UOM:Number), Scaling Factor:1"
India,Rajasthan,"Financial Year (Apr - Mar), 2015","Ajmer, Jaipur, Jodhpur, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2015",Gangtok,1.00000000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2015","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2015",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2015","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2015","Badrinath, Mussoorie, Nainital, Uttarkashi",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2015",Darjeeling,1.00000000000000000000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2014",Port Blair,1.00000000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2014","Nagarjunasagar, Secunderabad, Tirupati, Vijayawada, Visakhapatnam, Vizianagaram, Warangal, Kadapa",8.0000000000000000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2014",Naharlagun,1.00000000000000000000
India,Assam,"Financial Year (Apr - Mar), 2014","Guwahati,Tezpur",2.0000000000000000
India,Bihar,"Financial Year (Apr - Mar), 2014",Patna,1.00000000000000000000
India,Goa,"Financial Year (Apr - Mar), 2014","Panaji, PeddemMapusa",2.0000000000000000
India,Gujarat,"Financial Year (Apr - Mar), 2014",Gandhinagar,1.00000000000000000000
India,Haryana,"Financial Year (Apr - Mar), 2014","Bhiwani, Gurgaon, Kurukshetra, Panchkula, RewariSirsa, Yamuna Nagar",7.0000000000000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2014",Dalhousie,1.00000000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2014","Patintop (Udhampur), Srinagar",2.0000000000000000
India,Karnataka,"Financial Year (Apr - Mar), 2014","Hassan, Mysore, Sogalu, Tirtharameshwar",4.0000000000000000
India,Kerala,"Financial Year (Apr - Mar), 2014","Calicut (Kozhikode), Ernakulam (Kochi), Trivandrum",3.0000000000000000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2014","Bhopal, Jabalpur, Khajuraho",3.0000000000000000
India,Maharashtra,"Financial Year (Apr - Mar), 2014",Aurangabad,1.00000000000000000000
India,Manipur,"Financial Year (Apr - Mar), 2014","Imphal, Churachandpur, Thoubal",3.0000000000000000
India,Meghalaya,"Financial Year (Apr - Mar), 2014",Shillong,1.00000000000000000000
India,Mizoram,"Financial Year (Apr - Mar), 2014",Aizwal,1.00000000000000000000
India,Nagaland,"Financial Year (Apr - Mar), 2014",Dimapur,1.00000000000000000000
India,Odisha,"Financial Year (Apr - Mar), 2014","Gopalpur-on-Sea, Joshipur, Koraput, Puri",4.0000000000000000
India,Puducherry,"Financial Year (Apr - Mar), 2014",Puducherry,1.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2014","Amritsar, Jalandhar, Patiala, Ropar, Sangrur, Tarn Taran",6.0000000000000000
India,Rajasthan,"Financial Year (Apr - Mar), 2014","Ajmer, Jaipur, Jodhpur, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2014",Gangtok,1.00000000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2014","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2014",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2014","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2014","Badrinath, Mussoorie, Nainital, Uttarkashi",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2014",Darjeeling,1.00000000000000000000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2013",Port Blair,1.00000000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2013","Nagarjunasagar, Secunderabad, Tirupati, Vijayawada, Visakhapatnam, Vizianagaram, Warangal, Kadapa",8.0000000000000000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2013",Naharlagun,1.00000000000000000000
India,Assam,"Financial Year (Apr - Mar), 2013","Guwahati,Tezpur",2.0000000000000000
India,Bihar,"Financial Year (Apr - Mar), 2013",Patna,1.00000000000000000000
India,Goa,"Financial Year (Apr - Mar), 2013","Panaji, PeddemMapusa",2.0000000000000000
India,Gujarat,"Financial Year (Apr - Mar), 2013",Gandhinagar,1.00000000000000000000
India,Haryana,"Financial Year (Apr - Mar), 2013","Bhiwani, Gurgaon, Kurukshetra, Panchkula, RewariSirsa, Yamuna Nagar",7.0000000000000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2013",Dalhousie,1.00000000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2013","Patintop (Udhampur), Srinagar",2.0000000000000000
India,Karnataka,"Financial Year (Apr - Mar), 2013","Hassan, Mysore, Sogalu, Tirtharameshwar",4.0000000000000000
India,Kerala,"Financial Year (Apr - Mar), 2013","Calicut (Kozhikode), Ernakulam (Kochi), Trivandrum",3.0000000000000000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2013","Bhopal, Jabalpur, Khajuraho",3.0000000000000000
India,Maharashtra,"Financial Year (Apr - Mar), 2013",Aurangabad,1.00000000000000000000
India,Manipur,"Financial Year (Apr - Mar), 2013","Imphal, Churachandpur",2.0000000000000000
India,Meghalaya,"Financial Year (Apr - Mar), 2013",Shillong,1.00000000000000000000
India,Mizoram,"Financial Year (Apr - Mar), 2013",Aizwal,1.00000000000000000000
India,Nagaland,"Financial Year (Apr - Mar), 2013",Dimapur,1.00000000000000000000
India,Odisha,"Financial Year (Apr - Mar), 2013","Gopalpur-on-Sea, Joshipur, Koraput, Puri",4.0000000000000000
India,Puducherry,"Financial Year (Apr - Mar), 2013",Puducherry,1.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2013","Amritsar, Jalandhar, Patiala, Ropar, Sangrur, Tarn Taran",6.0000000000000000
India,Rajasthan,"Financial Year (Apr - Mar), 2013","Ajmer, Jaipur, Jodhpur, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2013",Gangtok,1.00000000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2013","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2013",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2013","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2013","Badrinath, Mussoorie, Nainital, Uttarkashi",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2013",Darjeeling,1.00000000000000000000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2011",Port Blair,1.00000000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2011","Nagarjunasagar, Secunderabad, Tirupathi, Vijayawada, Visakhapatnam, Vizianagaram, Warangal",7.0000000000000000
India,Assam,"Financial Year (Apr - Mar), 2011","Guwahati,Tezpur",2.0000000000000000
India,Bihar,"Financial Year (Apr - Mar), 2011",Patna,1.00000000000000000000
India,Goa,"Financial Year (Apr - Mar), 2011","Panaji, PeddemMapusa",2.0000000000000000
India,Gujarat,"Financial Year (Apr - Mar), 2011",Gandhinagar,1.00000000000000000000
India,Haryana,"Financial Year (Apr - Mar), 2011","Bhiwani, Gurgaon, Kurukshetra, Panchkula, RewariSirsa, Yamuna Nagar",7.0000000000000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2011",Dalhousie,1.00000000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2011","Patintop (Udhampur), Srinagar",2.0000000000000000
India,Karnataka,"Financial Year (Apr - Mar), 2011","Hassan, Mysore, Sogalu, Tirtharameshwar",4.0000000000000000
India,Kerala,"Financial Year (Apr - Mar), 2011","Calicut (Kozhikode), Ernakulam (Kochi), Trivandrum",3.0000000000000000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2011","Bhopal, Jabalpur, Khajuraho",3.0000000000000000
India,Maharashtra,"Financial Year (Apr - Mar), 2011",Aurangabad,1.00000000000000000000
India,Manipur,"Financial Year (Apr - Mar), 2011",Imphal,1.00000000000000000000
India,Meghalaya,"Financial Year (Apr - Mar), 2011",Shillong,1.00000000000000000000
India,Mizoram,"Financial Year (Apr - Mar), 2011",Aizwal,1.00000000000000000000
India,Nagaland,"Financial Year (Apr - Mar), 2011",Dimapur,1.00000000000000000000
India,Odisha,"Financial Year (Apr - Mar), 2011","Gopalpur-on-Sea, Joshipur, Koraput, Puri",4.0000000000000000
India,Puducherry,"Financial Year (Apr - Mar), 2011",Puducherry,1.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2011","Amritsar, Jalandhar, Patiala, Ropar, Sangrur, Tarn Taran",6.0000000000000000
India,Rajasthan,"Financial Year (Apr - Mar), 2011","Ajmer, Jaipur, Jodhpur, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2011",Gangtok,1.00000000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2011","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2011",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2011","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2011","Badrinath, Mussoorie, Nainital, Uttarkashi",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2011",Darjeeling,1.00000000000000000000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2010",Port Blair,1.00000000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2010","Secunderabad, Vijayawada, Tirupathi, Visakhapatnam, Nagarjunasagar, Warangal, Vizianagaram",7.0000000000000000
India,Assam,"Financial Year (Apr - Mar), 2010","Guwahati,Tezpur",2.0000000000000000
India,Bihar,"Financial Year (Apr - Mar), 2010",Patna,1.00000000000000000000
India,Goa,"Financial Year (Apr - Mar), 2010","Panaji, PeddemMapusa",2.0000000000000000
India,Gujarat,"Financial Year (Apr - Mar), 2010",Gandhinagar,1.00000000000000000000
India,Haryana,"Financial Year (Apr - Mar), 2010","Panchkula, Kurukshetra, Bhiwani, Gurgaon, Sirsa, Yamuna Nagar, Rewari",7.0000000000000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2010",Dalhousie,1.00000000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2010","Patintop, Srinagar, Udhampur",3.0000000000000000
India,Karnataka,"Financial Year (Apr - Mar), 2010","Mysore, Hassan, Tirtharameshwar, Sogalu",4.0000000000000000
India,Kerala,"Financial Year (Apr - Mar), 2010","Trivandrum, Ernakulam, Calicut (Kozhikode)",3.0000000000000000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2010","Bhopal, Jabalpur, Khajuraho",3.0000000000000000
India,Maharashtra,"Financial Year (Apr - Mar), 2010",Aurangabad,1.00000000000000000000
India,Manipur,"Financial Year (Apr - Mar), 2010",Imphal,1.00000000000000000000
India,Meghalaya,"Financial Year (Apr - Mar), 2010",Shillong,1.00000000000000000000
India,Mizoram,"Financial Year (Apr - Mar), 2010",Aizwal,1.00000000000000000000
India,Nagaland,"Financial Year (Apr - Mar), 2010",Dimapur,1.00000000000000000000
India,Odisha,"Financial Year (Apr - Mar), 2010","Puri, Joshipur, Gopalpur-on-Sea, Koraput",4.0000000000000000
India,Puducherry,"Financial Year (Apr - Mar), 2010",Puducherry,1.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2010","Ropar, Amritsar, Sangrur, Patiala, Tarn Taran",5.0000000000000000
India,Rajasthan,"Financial Year (Apr - Mar), 2010","Jaipur, Jodhpur, Ajmer, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2010",Gangtok,1.00000000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2010","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2010",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2010","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2010","Mussoorie, Uttarkashi, Nainital, Badrinath",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2010",Darjeeling,1.00000000000000000000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2009",Port Blair,1.00000000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2009","Secunderabad, Vijayawada, Tirupathi, Visakhapatnam, Nagarjunasagar, Warangal, Vizianagaram",7.0000000000000000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2009",Naharlagun,1.00000000000000000000
India,Assam,"Financial Year (Apr - Mar), 2009","Nawgaon, Guwahati, Golaghat, Tezpur",4.0000000000000000
India,Bihar,"Financial Year (Apr - Mar), 2009",Patna,1.00000000000000000000
India,Goa,"Financial Year (Apr - Mar), 2009","Panaji, PeddemMapusa",2.0000000000000000
India,Gujarat,"Financial Year (Apr - Mar), 2009",Gandhinagar,1.00000000000000000000
India,Haryana,"Financial Year (Apr - Mar), 2009","Panchkula, Kurukshetra, Bhiwani, Gurgaon, Sirsa, Yamuna Nagar, Rewari",7.0000000000000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2009","Dalhousie, Bilaspur",2.0000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2009","Patintop, Nagrota, Srinagar, Udhampur",4.0000000000000000
India,Karnataka,"Financial Year (Apr - Mar), 2009","Mysore, Hassan, Tirtharameshwar, Sogalu",4.0000000000000000
India,Kerala,"Financial Year (Apr - Mar), 2009","Trivandrum, Ernakulam, Calicut (Kozhikode)",3.0000000000000000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2009","Bhopal, Jabalpur, Khajuraho",3.0000000000000000
India,Maharashtra,"Financial Year (Apr - Mar), 2009","Aurangabad, Buldana",2.0000000000000000
India,Manipur,"Financial Year (Apr - Mar), 2009","lmphal, Ukhrul",2.0000000000000000
India,Meghalaya,"Financial Year (Apr - Mar), 2009","Shillong, Tura",2.0000000000000000
India,Mizoram,"Financial Year (Apr - Mar), 2009",Aizwal,1.00000000000000000000
India,Nagaland,"Financial Year (Apr - Mar), 2009","Mokokchung, Dimapur",2.0000000000000000
India,Odisha,"Financial Year (Apr - Mar), 2009","Puri, Joshipur, Gopalpur-on-Sea, Koraput",4.0000000000000000
India,Puducherry,"Financial Year (Apr - Mar), 2009",Puducherry,1.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2009","Ropar, Amritsar, Sangrur, Patiala, Tarn Taran",4.0000000000000000
India,Rajasthan,"Financial Year (Apr - Mar), 2009","Jaipur, Jodhpur, Ajmer, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2009","Namchi, Gangtok",2.0000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2009","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2009",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2009","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2009","Mussoorie, Uttarkashi, Nainital, Badrinath",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2009","Darjeeling, Churulia, Burdwan",3.0000000000000000
India,Andaman And Nicobar Islands,"Financial Year (Apr - Mar), 2008",Port Blair,1.00000000000000000000
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2008","Secunderabad, Vijayawada, Tirupathi, Visakhapatnam, Nagarjunasagar, Warangal, Vizianagaram",7.0000000000000000
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2008",Naharlagun,1.00000000000000000000
India,Assam,"Financial Year (Apr - Mar), 2008","Nawgaon, Guwahati, Golaghat, Tezpur",4.0000000000000000
India,Bihar,"Financial Year (Apr - Mar), 2008",Patna,1.00000000000000000000
India,Goa,"Financial Year (Apr - Mar), 2008","Panaji, PeddemMapusa",2.0000000000000000
India,Gujarat,"Financial Year (Apr - Mar), 2008",Gandhinagar,1.00000000000000000000
India,Haryana,"Financial Year (Apr - Mar), 2008","Panchkula, Kurukshetra, Bhiwani, Gurgaon, Sirsa, Yamuna Nagar, Rewari",7.0000000000000000
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2008","Dalhousie, Bilaspur",2.0000000000000000
India,Jammu And Kashmir,"Financial Year (Apr - Mar), 2008","Patintop, Nagrota, Srinagar, Udhampur",4.0000000000000000
India,Karnataka,"Financial Year (Apr - Mar), 2008","Mysore, Hassan, Tirtharameshwar, Sogalu",4.0000000000000000
India,Kerala,"Financial Year (Apr - Mar), 2008","Trivandrum, Ernakulam, Calicut (Kozhikode)",3.0000000000000000
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2008","Bhopal, Jabalpur, Khajuraho",3.0000000000000000
India,Maharashtra,"Financial Year (Apr - Mar), 2008","Aurangabad, Buldana",2.0000000000000000
India,Manipur,"Financial Year (Apr - Mar), 2008","Imphal, Ukhrul",2.0000000000000000
India,Meghalaya,"Financial Year (Apr - Mar), 2008","Shillong, Tura",2.0000000000000000
India,Mizoram,"Financial Year (Apr - Mar), 2008",Aizwal,1.00000000000000000000
India,Nagaland,"Financial Year (Apr - Mar), 2008","Mokokchung, Dimapur",2.0000000000000000
India,Odisha,"Financial Year (Apr - Mar), 2008","Puri, Joshipur, Gopalpur-on-Sea, Koraput",4.0000000000000000
India,Puducherry,"Financial Year (Apr - Mar), 2008",Puducherry,1.00000000000000000000
India,Punjab,"Financial Year (Apr - Mar), 2008","Ropar, Amritsar, Sangrur, Patiala",4.0000000000000000
India,Rajasthan,"Financial Year (Apr - Mar), 2008","Jaipur, Jodhpur, Ajmer, Udaipur",4.0000000000000000
India,Sikkim,"Financial Year (Apr - Mar), 2008","Namchi, Gangtok",2.0000000000000000
India,Tamil Nadu,"Financial Year (Apr - Mar), 2008","Chennai, Madurai, Ooty, Thanjavaur, Trichy",5.0000000000000000
India,Tripura,"Financial Year (Apr - Mar), 2008",Agartala,1.00000000000000000000
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2008","Agra, Lucknow",2.0000000000000000
India,Uttarakhand,"Financial Year (Apr - Mar), 2008","Mussoorie, Uttarkashi, Nainital, Badrinath",4.0000000000000000
India,West Bengal,"Financial Year (Apr - Mar), 2008","Darjeeling, Churulia, Burdwan",3.0000000000000000
